Facility,Item Type Name,Item SkuCode,EAN,UPC,ISBN,Color,Size,Brand,Category Name,MRP,Open Sale,Inventory,Inventory Blocked,Bad Inventory,Putaway Pending,Pending Inventory Assessment,Return Awaited,Open Purchase,Enabled,Updated,Virtual Inventory
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 36 Spokes Black & Chrome Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0001,Set of 2,SDL596484296,Autofy-Porado-India,Black & Chrome,India,Autofy,Vendorskart_Automotive,14999.00,4,0,0,0,0,0,0,0,true,2017-03-28 10:35:16,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 3 Round Open Silver Alloy Wheels for Royal Enfield Bullet Standard 350  Royal Enfield Bullet Standard 500,VKAMWHEEL0002,Set of 2,SDL152576341,Autofy-Porado-India,Silver,India,Autofy,Vendorskart_Automotive,12999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:49,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 3 Close Chrome & Silver Alloy Wheel for Royal Enfield Bullet Standard 350  Royal Enfield Bullet Standard 500,VKAMWHEEL0003,Set of 2,SDL119443287,Autofy-Porado-India,Chrome,India,Autofy,Vendorskart_Automotive,12999.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:35:49,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 20 Wave Spokes Black & Chrome Alloy Wheels for Royal Enfield Bullet Standard 350  Royal Enfield Bullet Standard 500,VKAMWHEEL0004,Set of 2,SDL459514823,Autofy-Porado-India,Dummy Red,India,Autofy,Vendorskart_Automotive,13999.00,2,0,0,0,0,0,0,0,true,2017-03-28 10:35:16,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 3 Cross Open Silver Alloy Wheels for Royal Enfield Bullet Standard 350  Royal Enfield Bullet Standard 500,VKAMWHEEL0005,Set of 2,SDL674831551,Autofy-Porado-India,silver,India,Autofy,Vendorskart_Automotive,12999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:50,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado Fat Boy Chrome Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0008,Set of 2,SDL036242714,Autofy-Porado-India,Chrome,India,Autofy,Vendorskart_Automotive,14999.00,1,0,0,0,0,0,0,0,true,2017-03-28 10:35:16,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 21 Spokes Black & Chrome Alloy Wheels for Royal Enfield Bullet Standard 350  Royal Enfield Bullet Standard 500,VKAMWHEEL0009,Set of 2,SDL090480591,Autofy-Porado-India,Black & Chrome,India,Autofy,Vendorskart_Automotive,15999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:51,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 30 Spokes Chrome Alloy Wheels for Royal Enfield Bullet Standard 350  Royal Enfield Bullet Standard 500,VKAMWHEEL0011,Set of 2,SDL010646015,Autofy-Porado-India,Chrome,India,Autofy,Vendorskart_Automotive,14999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:52,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 13 Spokes Black & Chrome Alloy Wheels for Royal Enfield Bullet Standard 350  Royal Enfield Bullet Standard 500,VKAMWHEEL0012,Set of 2,SDL910272063,Autofy-Porado-India,Black & Chrome,India,Autofy,Vendorskart_Automotive,12999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:52,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 7 Spokes Rajputana Black & Chrome with Bolts Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0013,Set of 2,SDL066992720,Autofy-Porado-India,Black & Chrome,India,Autofy,Vendorskart_Automotive,15999.00,0,0,10,0,0,0,0,0,true,2017-03-28 03:35:53,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado Harley Y Chrome & Black with Bolts Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0015,Set of 2,SDL009482881,Autofy-Porado-India,CHROME & BLACK,India,Autofy,Vendorskart_Automotive,12999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:53,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado Single S Silver Alloy Wheels for Royal Enfield Bullet Standard 350  Royal Enfield Bullet Standard 500,VKAMWHEEL0017,Set of 2,SDL624395341,Autofy-Porado-India,Dummy Red,India,Autofy,Vendorskart_Automotive,12999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:25:14,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 3 Round Open Silver Alloy Wheels for Royal Enfield Bullet Electra,VKAMWHEEL0019,Set of 2,SDL925568433,Autofy-Porado-India,Dummy Red,India,Autofy,Vendorskart_Automotive,12999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:25:15,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 20 Wave Spokes Black & Chrome Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0020,Set of 2,,Autofy-Porado-India,BLACK & CHROME,India,Autofy,Vendorskart_Automotive,13999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:55,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 3 Cross Open Silver Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0022,Set of 2,SDL972579540,Autofy-Porado-India,Silver,India,Autofy,Vendorskart_Automotive,12999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:56,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 3 Cross Open Silver Alloy Wheels for Royal Enfield Bullet Electra,VKAMWHEEL0023,Set of 2,SDL936663714,Autofy-Porado-India,Dummy Red,India,Autofy,Vendorskart_Automotive,12999.00,2,0,0,0,0,0,0,0,true,2017-03-28 10:35:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 21 Spokes Black & Chrome Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0024,Set of 2,,Autofy-Porado-India,Black & Chrome,India,Autofy,Vendorskart_Automotive,15999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:56,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 21 Spokes Black & Chrome Alloy Wheels for Royal Enfield Bullet Electra,VKAMWHEEL0025,Set of 2,SDL257238485,Autofy-Porado-India,Black & Chrome,India,Autofy,Vendorskart_Automotive,15999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:56,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 13 Spokes Black & Chrome Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0028,Set of 2,SDL562248693,Autofy-Porado-India,Black & Chrome,India,Autofy,Vendorskart_Automotive,12999.00,2,0,0,0,0,0,0,0,true,2017-03-28 03:35:57,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 13 Spokes Black & Chrome Alloy Wheels for Royal Enfield Bullet Electra,VKAMWHEEL0029,Set of 2,SDL782990400,Autofy-Porado-India,Black & Chrome,India,Autofy,Vendorskart_Automotive,12999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:57,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 13 Leaf Curve Black & Chrome Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0030,Set of 2,,Autofy-Porado-India,Dummy Red,India,Autofy,Vendorskart_Automotive,12999.00,2,0,0,0,0,0,0,0,true,2017-03-28 10:35:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 13 Leaf Curve Black & Chrome Alloy Wheels for Royal Enfield Bullet Electra,VKAMWHEEL0031,Set of 2,SDL272379385,Autofy-Porado-India,Dummy Red,India,Autofy,Vendorskart_Automotive,12999.00,1,0,0,0,0,0,0,0,true,2017-03-28 10:35:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado 15 Spokes with Stud Chrome Alloy Wheels for Royal Enfield Bullet Electra,VKAMWHEEL0033,Set of 2,SDL937689435,Autofy-Porado-India,Chrome,India,Autofy,Vendorskart_Automotive,15999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:35:58,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado Single S Silver Alloy Wheels for Royal Enfield Bullet Classic 350  Royal Enfield Bullet Classic 500  Royal Enfield Bullet Classic Desert Storm,VKAMWHEEL0034,Set of 2,SDL847222650,Autofy-Porado-India,Dummy Red,India,Autofy,Vendorskart_Automotive,12999.00,2,0,0,0,0,0,0,0,true,2017-03-28 10:35:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Porado Single S Silver Alloy Wheels for Royal Enfield Bullet Electra,VKAMWHEEL0035,Set of 2,SDL180471132,Autofy-Porado-India,Dummy Red,India,Autofy,Vendorskart_Automotive,12999.00,2,0,0,0,0,0,0,0,true,2017-03-28 10:35:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy LED Red and Blue Dual Angel Ring Projector Headlight,VKAMLIGHT0048_SD,1,SDL894635126,LED Company China,Red and Blue,China,Autofy,Vendorskart_Automotive,1999.00,0,585,0,1,0,0,0,0,true,2017-03-11 13:10:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Dual Angel Ring COB LED Universal Projector Headlight for All Bikes (White and Blue),VKAMLIGHT0038,1,SDL523036296,LED Company China,White and Blue,China,Autofy,Vendorskart_Automotive,1999.00,0,94,0,0,0,0,0,0,true,2017-03-28 03:35:59,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Anti Theft G-Man long key with Remote For all Bikes,VKAMLOCK0007,1,SDL258636137,Security Company China,Multi Colour,China,Autofy,Vendorskart_Automotive,1999.00,0,24,0,1,0,0,0,0,true,2017-03-28 03:36:00,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Blue Che Guevara Headwrap / Bandana (Freesize)[SkyBlue-Black-Yellow-CheGuevara],VKAMMASK0019,1,SDL221806003,China Fabrics,Blue-Black-Yellow,China,Autofy,Vendorskart_Automotive,299.00,55,0,0,0,0,0,0,0,true,2017-03-28 04:17:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Black & Red Grunt Print Headwrap / Bandana (Freesize)[Black-Red-Grunt],VKAMMASK0020,1,SDL343964281,China Fabrics,Black-Red,China,Autofy,Vendorskart_Automotive,299.00,0,37,0,0,0,0,0,0,true,2017-03-28 12:00:23,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Multicolor Che Guevara Headwrap / Bandana (Freesize)[MultiColor-CheGuevara-Grid],VKAMMASK0021,1,SDL877454091,China Fabrics,Multi Color,China,Autofy,Vendorskart_Automotive,299.00,0,175,0,0,0,0,0,0,true,2017-03-28 12:00:23,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Black & White Pirate Skull Print Headwrap / Bandana (Freesize)[Black-White-Pirate-Skull],VKAMMASK0022,1,SDL280526684,China Fabrics,Black-White,China,Autofy,Vendorskart_Automotive,299.00,0,0,0,0,0,0,0,0,true,2017-03-28 04:17:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Grey Skull Print Headwrap / Bandana (Freesize)[Grey-Black-Red-BigSkull],VKAMMASK0023,1,SDL239315322,China Fabrics,Black-Red,China,Autofy,Vendorskart_Automotive,299.00,0,279,0,0,0,0,0,0,true,2017-03-28 12:00:23,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Blue Superman Headwrap / Bandana (Freesize)[Blue-Red-Superman],VKAMMASK0024,1,SDL596452776,China Fabrics,Blue-Red,China,Autofy,Vendorskart_Automotive,299.00,0,216,0,0,0,0,0,0,true,2017-03-28 12:00:23,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Black Superman Headwrap / Bandana (Freesize)[Black-Red-Superman],VKAMMASK0025,1,SDL748157496,China Fabrics,Black-Red,China,Autofy,Vendorskart_Automotive,299.00,314,0,0,1,0,0,0,0,true,2017-03-28 12:00:23,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Red Che Guevara Headwrap / Bandana (Freesize)[Red-Black-Yellow-CheGuevara],VKAMMASK0026,1,SDL254625487,China Fabrics,Red-Black,China,Autofy,Vendorskart_Automotive,299.00,35,0,0,0,0,0,0,0,true,2017-03-28 12:00:23,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Unisex Black Half Skull Print Headwrap / Bandana (Freesize)[Black-White-Half-Skull-RedFlames],VKAMMASK0027,1,SDL908998846,China Fabrics,Black-White,China,Autofy,Vendorskart_Automotive,299.00,0,93,0,0,0,0,0,0,true,2017-03-28 14:35:20,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Black and White Skull Headwrap / Bandana (Freesize)[Black-Orange-White-BigSkull-HarleyDavidson],VKAMMASK0028,1,,China Fabrics,Black and White,China,Autofy,Vendorskart_Automotive,299.00,0,135,1,0,0,0,0,0,true,2017-03-28 12:40:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Black & Red Lower Face / Jaw Line / Half Neck Headwrap / Bandana (Freesize)[Black-Red-Jaw-Bones],VKAMMASK0029,1,SDL040855604,China Fabrics,Black-Red,China,Autofy,Vendorskart_Automotive,299.00,2,0,0,1,0,0,0,0,true,2017-03-28 11:55:15,0
VENDORSKART MUNDKA 1 FACILITY,Autofy O2 Black & Red Full Close Helmet,VKAMHELMET0012,1,SDL310800041,O2-Autofy-India,Black & Red,India,Autofy,Vendorskart_Automotive,1299.00,0,0,0,0,0,0,0,0,true,2017-03-28 11:55:15,0
VENDORSKART MUNDKA 1 FACILITY,Autofy O2 Black & Grey Full Close Helmet,VKAMHELMET0013,1,SDL809612344,O2-Autofy-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1299.00,0,0,0,2,0,0,0,0,true,2017-03-28 11:55:16,0
VENDORSKART MUNDKA 1 FACILITY,Autofy O2 Black & Grey Star Front Open Helmet,VKAMHELMET0014,1,SDL163744288,O2-Autofy-India,Black & Grey Star,India,Autofy,Vendorskart_Automotive,999.00,0,4,2,17,1,0,0,0,true,2017-03-28 14:36:44,0
VENDORSKART MUNDKA 1 FACILITY,Autofy O2 Desert Storm & Black Star Front Open Helmet,VKAMHELMET0015,1,SDL945923589,O2-Autofy-India,Storm & Black Star,India,Autofy,Vendorskart_Automotive,999.00,0,10,0,3,0,0,0,0,true,2017-03-28 14:35:20,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Half Face Anti Pollution / Dust / Driving / Anti Sun & Heat Face Mask with Neck Veil,VKAMMASK0030,1,SDL449516976,China Fabrics,Black,China,Autofy,Vendorskart_Automotive,399.00,40,0,0,1,0,0,0,0,true,2017-03-28 11:55:16,0
VENDORSKART MUNDKA 1 FACILITY,Autofy 3M White Anti Pollution Anti Dust Disposable Particulate Respirator Face Mask,VKAMMASK0031,1,,China Fabrics,White,China,Autofy,Vendorskart_Automotive,399.00,0,0,0,0,0,0,0,0,true,2017-03-28 12:00:24,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Blue Universal Tyre Motion LED with Sensors for Motocycles  Bicycles  Scooters and Cars All Models (Set of 2),VKAMLIGHT0037,Set of 2,SDL069035059,LED Company China,Blue,China,Autofy,Vendorskart_Automotive,799.00,0,19,0,0,0,0,0,0,true,2017-03-28 03:36:06,0
VENDORSKART MUNDKA 1 FACILITY,Autofy 13 LED with 2 DRL Headlight for Royal Enfield Bullet Standard  Royal Enfield Bullet Classic  Royal Enfield Bullet Electra  Royal Enfield Thunderbird (Black),VKAMLIGHT0044,1,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,7499.00,0,21,0,0,0,0,0,0,true,2017-03-28 03:36:06,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Tail Gunner Blue Silencer / Exhaust / Muffler for Royal Enfield Bullet Standard  Royal Enfield Bullet Classic  Royal Enfield Bullet Electra  Royal Enfield Thunderbird (with Glasswool),VKAMEXHAUST0007,1,,Autofy - India,Blue,India,Autofy,Vendorskart_Automotive,6999.00,0,1,0,0,0,0,0,0,true,2017-03-26 04:04:14,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Adjustable UV Protective Outdoor Glasses Motorcycle Goggles Dust-proof Protective Combat Goggles in Colourful Lenses,VKAMGOGGLES0001,1,SDL291846721,Goggle China,Colourful,China,Autofy,Vendorskart_Automotive,899.00,39,0,0,0,0,0,0,0,true,2017-03-28 11:55:16,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal Red Laser Gun / Red Warning Laser Gun Projector for Rear or Back (For all Bikes & Cars),VKAMLIGHT0047,1,,LED Company China,Dummy Red,China,Autofy,Vendorskart_Automotive,599.00,0,38,0,0,0,0,0,0,true,2017-03-28 03:36:07,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Vermello 4 Piece Universal Handle Bar (For All Bikes),VKAMHANDLE0006,Set of 4,SDL603656600,HandleBar Company-China,Vermello,China,Autofy,Vendorskart_Automotive,3999.00,2,0,0,0,0,0,0,0,true,2017-03-28 03:36:07,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Red 4 Piece Universal Handle Bar (For All Bikes),VKAMHANDLE0007,Set of 4,SDL646315125,HandleBar Company-China,Red,China,Autofy,Vendorskart_Automotive,3999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:08,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Golden 4 Piece Universal Handle Bar (For All Bikes),VKAMHANDLE0009,Set of 4,SDL675210486,HandleBar Company-China,Golden,China,Autofy,Vendorskart_Automotive,3999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:08,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Blue 4 Piece Universal Handle Bar (For All Bikes),VKAMHANDLE0008,Set of 4,SDL597675403,HandleBar Company-China,Blue,China,Autofy,Vendorskart_Automotive,3999.00,1,0,0,0,0,0,0,0,true,2017-03-28 03:36:08,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite White and Red Star Front Open Helmet,VKAMHELMET0016,1,SDL776926969,Habsolite-Autofy-India,White and Red Star,India,Autofy,Vendorskart_Automotive,999.00,0,0,0,6,0,0,0,0,true,2017-03-28 11:55:16,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Shadow Red Full Face Helmet,VKAMHELMET0017,1,,Habsolite-Autofy-India,Red,India,Autofy,Vendorskart_Automotive,1999.00,0,7,0,1,0,0,0,0,true,2017-03-28 11:55:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Estilo Red Glossy Flip Up Helmet,VKAMHELMET0018,1,,Habsolite-Autofy-India,Red,India,Autofy,Vendorskart_Automotive,1899.00,0,0,0,0,0,0,0,0,true,2017-03-28 11:55:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Red & Grey Star Glossy Front Open Helmet,VKAMHELMET0019,1,SDL693843331,Habsolite-Autofy-India,Dummy Red,India,Autofy,Vendorskart_Automotive,999.00,0,8,0,0,0,0,0,0,true,2017-03-28 11:55:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Shadow White Full Face Helmet,VKAMHELMET0020,1,,Habsolite-Autofy-India,White,India,Autofy,Vendorskart_Automotive,1999.00,0,10,0,0,0,0,0,0,true,2017-03-28 11:55:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Estilo Black Glossy Flip Up Helmet,VKAMHELMET0021,1,,Habsolite-Autofy-India,Black,India,Autofy,Vendorskart_Automotive,1899.00,0,5,0,2,0,0,0,0,true,2017-03-28 11:55:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Techno White Flip Up Helmet,VKAMHELMET0022,1,SDL950631239,Habsolite-Autofy-India,White,India,Autofy,Vendorskart_Automotive,1799.00,0,0,0,0,0,0,0,0,true,2017-03-28 11:55:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Techno Red Flip Up Helmet,VKAMHELMET0023,1,SDL773100735,Habsolite-Autofy-India,Red,India,Autofy,Vendorskart_Automotive,1799.00,0,1,0,0,0,0,0,0,true,2017-03-28 11:55:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Red & Grey Star Matte Finish Open Face Helmet,VKAMHELMET0024,1,SDL836371610,Habsolite-Autofy-India,Red & Grey Star,India,Autofy,Vendorskart_Automotive,999.00,0,0,0,4,0,0,0,0,true,2017-03-28 11:55:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Apache White Full Face Helmet,VKAMHELMET0025,1,,Habsolite-Autofy-India,White,India,Autofy,Vendorskart_Automotive,1799.00,0,20,0,1,0,0,0,0,true,2017-03-28 11:55:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Apache Red Full Face Helmet,VKAMHELMET0026,1,,Habsolite-Autofy-India,Red,India,Autofy,Vendorskart_Automotive,1799.00,0,5,0,0,0,0,0,0,true,2017-03-28 14:35:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Blue and Grey Star Matte Finish Front Open Helmet,VKAMHELMET0027,1,,Autofy Habsolite,Blue and Grey,India,Autofy Habsolite,Vendorskart_Automotive,999.00,0,0,0,0,0,0,0,0,true,2017-03-28 11:55:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Estilo Black Matte Finish Flip Up Helmet,VKAMHELMET0028,1,,Habsolite-Autofy-India,Black,India,Autofy,Vendorskart_Automotive,1899.00,0,21,1,6,0,0,0,0,true,2017-03-28 11:55:18,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Apache Black Full Face Helmet,VKAMHELMET0029,1,,Habsolite-Autofy-India,Black,India,Autofy,Vendorskart_Automotive,1799.00,0,4,0,1,0,0,0,0,true,2017-03-28 14:35:17,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Habsolite Tecno Black Flip Up Helmet,VKAMHELMET0030,1,,Habsolite-Autofy-India,BLACK,India,Autofy,Vendorskart_Automotive,1799.00,2,0,13,3,0,0,0,0,true,2017-03-28 11:55:19,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Silver Universal Motorcycle Bike Body Cover with Mirror Pockets [95],VKAMCOVER0001,1,SDL696710254,Autofy - India,Silver,India,Autofy,Vendorskart_Automotive,599.00,0,1,2,0,0,0,0,0,true,2017-03-28 04:17:23,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Blue Universal Motorcycle Bike Body Cover with Mirror Pockets[125],VKAMCOVER0002,1,SDL055924555,Autofy - India,Blue,India,Autofy,Vendorskart_Automotive,699.00,0,0,0,0,0,0,0,0,true,2017-03-28 04:17:23,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Camouflage Army Color Shade Universal Motorcycle Bike Body Cover with Mirror Pockets,VKAMCOVER0006,1,SDL288462807,Autofy - India,Dummy Red,India,Autofy,Vendorskart_Automotive,999.00,0,2,0,0,0,0,0,0,true,2017-03-28 04:17:24,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal Mocc Horn for All Bikes and Cars (Set of 2),VKAMHORN0005,Set of 2,SDL525615291,Racing-China,white,China,Autofy,Vendorskart_Automotive,999.00,0,0,0,1,0,0,0,0,true,2017-03-28 12:00:24,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Black Aluminum Universal Rod with Chrome Cap for All Bikes (Big),VKAMROD0001,1,,Autofy-India,Black with Chrome Cap,India,Autofy,Vendorskart_Automotive,999.00,0,60,0,0,0,0,0,0,true,2017-03-28 03:36:09,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal Motorcycle / Cycle Chain Cleaner Brush (for All Bikes),VKAMBRUSH0001,1,,Autofy - India,Blue,India,Autofy,Vendorskart_Automotive,699.00,0,345,0,0,0,0,0,0,true,2017-03-28 10:50:19,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Wild Bore Chrome Silencer / Exhaust / Muffler for Royal Enfield Bullet Standard  Royal Enfield Bullet Classic  Royal Enfield Bullet Electra  Royal Enfield Thunderbird (with Glasswool),VKAMEXHAUST0001,1,SDL594849307,Autofy - India,Chrome,India,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:10,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Shark Matte Black Silencer / Exhaust / Muffler for Royal Enfield Bullet Standard  Royal Enfield Bullet Classic  Royal Enfield Bullet Electra  Royal Enfield Thunderbird (with Glasswool),VKAMEXHAUST0003,1,SDL471980685,Autofy - India,MATTA BLACK,India,Autofy,Vendorskart_Automotive,5199.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:10,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Shark Chrome Silencer / Exhaust / Muffler for Royal Enfield Bullet Standard  Royal Enfield Bullet Classic  Royal Enfield Bullet Electra  Royal Enfield Thunderbird (with Glasswool),VKAMEXHAUST0004,1,SDL652255628,Autofy - India,Chrome,India,Autofy,Vendorskart_Automotive,5199.00,0,0,1,0,0,0,0,0,true,2017-03-28 03:36:10,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Dolphin Matte Black Silencer / Exhaust / Muffler for Royal Enfield Bullet Standard  Royal Enfield Bullet Classic  Royal Enfield Bullet Electra  Royal Enfield Thunderbird (with Glasswool),VKAMEXHAUST0005,1,SDL286924641,Autofy - India,Matt Black,India,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:11,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Dolphin Chrome Silencer / Exhaust / Muffler for Royal Enfield Bullet Standard  Royal Enfield Bullet Classic  Royal Enfield Bullet Electra  Royal Enfield Thunderbird (with Glasswool),VKAMEXHAUST0006,1,SDL060796695,Autofy - India,Chrome,India,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:36:11,0
